EVENT,BOUT,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND,Win,win_loss_ratio
UFC 119: Mir vs Cro Cop,TJ Grant vs. Julio Paulino,TJ Grant,0.0,17.0,1.57,36.0,4.0,1.25,1.0,2.0,0,9.0,6.0,2.0,2.0,6.0,9.0,3,0.8076923076923077
UFC 119: Mir vs Cro Cop,Thiago Tavares vs. Pat Audinwood,Pat Audinwood,0.0,3.0,0.37,6.0,0.0,0.0,0.0,0.0,0,1.0,2.0,0.0,3.0,0.0,0.0,0,0.8461538461538461
UFC 119: Mir vs Cro Cop,Thiago Tavares vs. Pat Audinwood,Thiago Tavares,0.0,7.0,0.63,50.0,2.0,1.0,1.0,0.0,0,5.0,2.0,0.0,1.0,0.0,6.0,1,0.75
UFC 11: The Proving Ground,Brian Johnston vs. Reza Nasri,Brian Johnston,0.0,6.0,0.75,8.0,1.0,1.0,0.0,0.0,0,5.0,1.0,0.0,0.0,1.0,5.0,1,0.5
UFC 11: The Proving Ground,Brian Johnston vs. Reza Nasri,Reza Nasri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
UFC 11: The Proving Ground,David Abbott vs. Sam Adkins,David Abbott,0.0,8.0,0.88,16.0,1.0,1.0,1.0,0.0,0,5.0,3.0,0.0,0.0,0.0,8.0,1,0.4
UFC 11: The Proving Ground,David Abbott vs. Sam Adkins,Sam Adkins,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.25925925925925924
UFC 11: The Proving Ground,Jerry Bohlander vs. Fabio Gurgel,Fabio Gurgel,0.0,2.0,0.66,15.0,1.0,0.33,1.0,0.0,0,1.0,1.0,0.0,1.0,1.0,0.0,0,0.6
UFC 11: The Proving Ground,Jerry Bohlander vs. Fabio Gurgel,Jerry Bohlander,0.0,18.0,0.85,179.0,1.0,1.0,0.0,1.0,0,9.0,5.0,4.0,1.0,5.0,12.0,1,0.7333333333333333
UFC 11: The Proving Ground,Mark Coleman vs. Brian Johnston,Brian Johnston,0.0,3.0,0.6,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,3.0,0.0,0.0,0,0.5
UFC 11: The Proving Ground,Mark Coleman vs. Brian Johnston,Mark Coleman,0.0,9.0,0.9,21.0,1.0,1.0,0.0,0.0,0,9.0,0.0,0.0,0.0,0.0,9.0,1,0.6153846153846154
UFC 11: The Proving Ground,Mark Coleman vs. Julian Sanchez,Julian Sanchez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
UFC 11: The Proving Ground,Mark Coleman vs. Julian Sanchez,Mark Coleman,0.0,7.0,1.0,8.0,1.0,1.0,2.0,0.0,0,7.0,0.0,0.0,1.0,0.0,6.0,1,0.6153846153846154
UFC 11: The Proving Ground,Scott Ferrozzo vs. David Abbott,David Abbott,0.0,21.0,0.81,27.0,0.0,0.0,0.0,0.0,0,20.0,1.0,0.0,15.0,6.0,0.0,0,0.4
UFC 11: The Proving Ground,Scott Ferrozzo vs. David Abbott,Scott Ferrozzo,0.0,60.0,1.17,180.0,0.0,0.0,0.0,0.0,0,17.0,34.0,9.0,17.0,43.0,0.0,2,0.6666666666666666
UFC 120: Bisping vs Akiyama,Cheick Kongo vs. Travis Browne,Cheick Kongo,0.0,58.0,1.4600000000000002,90.0,0.0,0.0,0.0,0.0,0,19.0,7.0,32.0,31.0,27.0,0.0,3,0.7297297297297297
UFC 120: Bisping vs Akiyama,Cheick Kongo vs. Travis Browne,Travis Browne,0.0,22.0,0.9400000000000001,26.0,2.0,1.5,0.0,0.0,0,7.0,8.0,7.0,15.0,7.0,0.0,0,0.72
UFC 120: Bisping vs Akiyama,Cyrille Diabate vs. Alexander Gustafsson,Alexander Gustafsson,1.0,28.0,1.16,60.0,2.0,1.5,3.0,0.0,0,23.0,2.0,3.0,7.0,7.0,14.0,2,0.6923076923076923
UFC 120: Bisping vs Akiyama,Cyrille Diabate vs. Alexander Gustafsson,Cyrille Diabate,0.0,11.0,0.92,13.0,0.0,0.0,0.0,0.0,0,6.0,3.0,2.0,10.0,1.0,0.0,0,0.6551724137931034
UFC 120: Bisping vs Akiyama,Dan Hardy vs. Carlos Condit,Carlos Condit,1.0,26.0,0.44,26.0,0.0,0.0,0.0,0.0,0,10.0,3.0,13.0,24.0,0.0,2.0,1,0.6956521739130435
UFC 120: Bisping vs Akiyama,Dan Hardy vs. Carlos Condit,Dan Hardy,0.0,9.0,0.21,9.0,0.0,0.0,0.0,0.0,0,5.0,0.0,4.0,9.0,0.0,0.0,0,0.7142857142857143
UFC 120: Bisping vs Akiyama,James McSweeney vs. Fabio Maldonado,Fabio Maldonado,1.0,89.0,2.12,143.0,0.0,0.0,2.0,0.0,0,50.0,39.0,0.0,65.0,5.0,19.0,3,0.6764705882352942
UFC 120: Bisping vs Akiyama,James McSweeney vs. Fabio Maldonado,James McSweeney,0.0,49.0,1.1300000000000001,58.0,0.0,0.0,0.0,0.0,0,20.0,16.0,13.0,38.0,11.0,0.0,0,0.5
UFC 120: Bisping vs Akiyama,James Wilks vs. Claude Patrick,Claude Patrick,0.0,23.0,1.76,63.0,3.0,2.0,0.0,0.0,0,17.0,3.0,3.0,3.0,3.0,17.0,3,0.875
UFC 120: Bisping vs Akiyama,James Wilks vs. Claude Patrick,James Wilks,0.0,12.0,1.16,46.0,0.0,0.0,0.0,0.0,0,3.0,4.0,5.0,3.0,9.0,0.0,0,0.6363636363636364
UFC 120: Bisping vs Akiyama,John Hathaway vs. Mike Pyle,John Hathaway,0.0,18.0,0.6000000000000001,57.0,0.0,0.0,0.0,0.0,0,13.0,5.0,0.0,18.0,0.0,0.0,0,0.8947368421052632
UFC 120: Bisping vs Akiyama,John Hathaway vs. Mike Pyle,Mike Pyle,0.0,46.0,1.6600000000000001,121.0,5.0,1.26,1.0,0.0,0,37.0,6.0,3.0,16.0,6.0,24.0,3,0.6585365853658537
UFC 120: Bisping vs Akiyama,Michael Bisping vs. Yoshihiro Akiyama,Michael Bisping,0.0,118.0,1.26,119.0,0.0,0.0,0.0,0.0,0,89.0,11.0,18.0,115.0,3.0,0.0,3,0.7692307692307693
UFC 120: Bisping vs Akiyama,Michael Bisping vs. Yoshihiro Akiyama,Yoshihiro Akiyama,0.0,50.0,0.87,50.0,0.0,0.0,0.0,0.0,0,35.0,7.0,8.0,49.0,1.0,0.0,0,0.7
UFC 120: Bisping vs Akiyama,Paul Sass vs. Mark Holst,Mark Holst,0.0,3.0,0.3,7.0,0.0,0.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0.0,2.0,0,0.6666666666666666
UFC 120: Bisping vs Akiyama,Paul Sass vs. Mark Holst,Paul Sass,0.0,2.0,0.5,11.0,0.0,0.0,4.0,0.0,0,1.0,1.0,0.0,2.0,0.0,0.0,1,0.875
UFC 120: Bisping vs Akiyama,Rob Broughton vs. Vinicius Queiroz,Rob Broughton,0.0,67.0,2.11,147.0,0.0,0.0,6.0,0.0,0,46.0,9.0,12.0,57.0,2.0,8.0,3,0.6956521739130435
UFC 120: Bisping vs Akiyama,Rob Broughton vs. Vinicius Queiroz,Vinicius Queiroz,0.0,47.0,1.1,63.0,5.0,2.0,0.0,0.0,0,36.0,8.0,3.0,33.0,2.0,12.0,0,0.6666666666666666
UFC 120: Bisping vs Akiyama,Spencer Fisher vs. Curt Warburton,Curt Warburton,0.0,45.0,1.71,82.0,1.0,1.0,2.0,0.0,0,8.0,19.0,18.0,24.0,17.0,4.0,0,0.6842105263157895
UFC 120: Bisping vs Akiyama,Spencer Fisher vs. Curt Warburton,Spencer Fisher,0.0,68.0,2.11,170.0,1.0,0.2,2.0,0.0,0,14.0,30.0,24.0,24.0,35.0,9.0,3,0.7272727272727273
UFC 121: Lesnar vs Velasquez,Brendan Schaub vs. Gabriel Gonzaga,Brendan Schaub,1.0,53.0,0.79,53.0,0.0,0.0,0.0,0.0,0,50.0,3.0,0.0,44.0,8.0,1.0,3,0.6666666666666666
UFC 121: Lesnar vs Velasquez,Brendan Schaub vs. Gabriel Gonzaga,Gabriel Gonzaga,0.0,37.0,0.98,37.0,0.0,0.0,1.0,0.0,0,21.0,4.0,12.0,33.0,4.0,0.0,0,0.6071428571428571
UFC 121: Lesnar vs Velasquez,Brock Lesnar vs. Cain Velasquez,Brock Lesnar,0.0,9.0,0.47,13.0,1.0,0.33,0.0,0.0,0,7.0,2.0,0.0,5.0,4.0,0.0,0,0.625
UFC 121: Lesnar vs Velasquez,Brock Lesnar vs. Cain Velasquez,Cain Velasquez,2.0,31.0,0.46,62.0,1.0,0.5,0.0,0.0,0,30.0,1.0,0.0,11.0,4.0,16.0,1,0.8235294117647058
UFC 121: Lesnar vs Velasquez,Chris Camozzi vs. Dongi Yang,Chris Camozzi,0.0,74.0,1.71,85.0,0.0,0.0,0.0,1.0,0,32.0,25.0,17.0,58.0,16.0,0.0,3,0.6486486486486487
UFC 121: Lesnar vs Velasquez,Chris Camozzi vs. Dongi Yang,Dongi Yang,0.0,51.0,1.57,60.0,3.0,2.0,0.0,0.0,0,36.0,7.0,8.0,45.0,4.0,2.0,0,0.8125
UFC 121: Lesnar vs Velasquez,Court McGee vs. Ryan Jensen,Court McGee,0.0,60.0,1.27,69.0,2.0,2.0,1.0,0.0,0,34.0,11.0,15.0,49.0,0.0,11.0,3,0.6470588235294118
UFC 121: Lesnar vs Velasquez,Court McGee vs. Ryan Jensen,Ryan Jensen,1.0,36.0,0.71,44.0,1.0,1.0,0.0,0.0,0,27.0,6.0,3.0,32.0,2.0,2.0,0,0.7241379310344828
UFC 121: Lesnar vs Velasquez,Diego Sanchez vs. Paulo Thiago,Diego Sanchez,0.0,48.0,1.22,73.0,2.0,1.33,0.0,0.0,0,33.0,14.0,1.0,8.0,1.0,39.0,3,0.7045454545454546
UFC 121: Lesnar vs Velasquez,Diego Sanchez vs. Paulo Thiago,Paulo Thiago,0.0,36.0,1.4100000000000001,49.0,1.0,0.5,4.0,0.0,0,28.0,8.0,0.0,15.0,19.0,2.0,0,0.6666666666666666
UFC 121: Lesnar vs Velasquez,Jake Shields vs. Martin Kampmann,Jake Shields,0.0,25.0,1.55,53.0,4.0,0.8,0.0,0.0,0,9.0,9.0,7.0,21.0,2.0,2.0,0,0.775
UFC 121: Lesnar vs Velasquez,Jake Shields vs. Martin Kampmann,Martin Kampmann,0.0,35.0,1.97,57.0,0.0,0.0,3.0,0.0,0,18.0,17.0,0.0,8.0,20.0,7.0,3,0.7407407407407407
UFC 121: Lesnar vs Velasquez,Jon Madsen vs. Gilbert Yvel,Gilbert Yvel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7090909090909091
UFC 121: Lesnar vs Velasquez,Jon Madsen vs. Gilbert Yvel,Jon Madsen,0.0,18.0,0.58,20.0,1.0,1.0,0.0,0.0,0,18.0,0.0,0.0,0.0,0.0,18.0,1,0.8
UFC 121: Lesnar vs Velasquez,Mike Guymon vs. Daniel Roberts,Daniel Roberts,0.0,2.0,0.2,2.0,1.0,1.0,1.0,0.0,0,1.0,0.0,1.0,2.0,0.0,0.0,1,0.6818181818181818
UFC 121: Lesnar vs Velasquez,Mike Guymon vs. Daniel Roberts,Mike Guymon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7142857142857143
UFC 121: Lesnar vs Velasquez,Patrick Cote vs. Tom Lawlor,Patrick Cote,0.0,6.0,0.66,28.0,0.0,0.0,0.0,1.0,0,5.0,1.0,0.0,0.0,4.0,2.0,0,0.6764705882352942
UFC 121: Lesnar vs Velasquez,Patrick Cote vs. Tom Lawlor,Tom Lawlor,0.0,49.0,1.99,153.0,5.0,2.66,3.0,0.0,0,33.0,6.0,10.0,5.0,11.0,33.0,3,0.625
UFC 121: Lesnar vs Velasquez,Sam Stout vs. Paul Taylor,Paul Taylor,0.0,140.0,1.43,140.0,0.0,0.0,0.0,0.0,0,88.0,25.0,27.0,135.0,5.0,0.0,3,0.6470588235294118
UFC 121: Lesnar vs Velasquez,Sam Stout vs. Paul Taylor,Sam Stout,0.0,107.0,1.08,108.0,1.0,1.0,0.0,0.0,0,58.0,16.0,33.0,105.0,2.0,0.0,0,0.625
UFC 121: Lesnar vs Velasquez,Tito Ortiz vs. Matt Hamill,Matt Hamill,0.0,41.0,0.91,58.0,3.0,3.0,0.0,0.0,0,33.0,2.0,6.0,35.0,0.0,6.0,3,0.6
UFC 121: Lesnar vs Velasquez,Tito Ortiz vs. Matt Hamill,Tito Ortiz,0.0,37.0,0.8300000000000001,59.0,0.0,0.0,0.0,0.0,0,19.0,9.0,9.0,35.0,1.0,1.0,0,0.6129032258064516
UFC 122: Marquardt vs Okami,Amir Sadollah vs. Peter Sobotta,Amir Sadollah,0.0,90.0,1.28,104.0,0.0,0.0,0.0,0.0,0,27.0,14.0,49.0,75.0,13.0,2.0,3,0.5454545454545454
UFC 122: Marquardt vs Okami,Amir Sadollah vs. Peter Sobotta,Peter Sobotta,0.0,34.0,0.81,35.0,0.0,0.0,0.0,0.0,0,25.0,4.0,5.0,31.0,3.0,0.0,0,0.7083333333333334
UFC 122: Marquardt vs Okami,Dennis Siver vs. Andre Winner,Andre Winner,0.0,13.0,0.29,13.0,0.0,0.0,0.0,0.0,0,2.0,5.0,6.0,13.0,0.0,0.0,0,0.65625
UFC 122: Marquardt vs Okami,Dennis Siver vs. Andre Winner,Dennis Siver,1.0,30.0,0.42,37.0,0.0,0.0,1.0,0.0,0,15.0,4.0,11.0,25.0,1.0,4.0,1,0.6764705882352942
UFC 122: Marquardt vs Okami,Duane Ludwig vs. Nick Osipczak,Duane Ludwig,0.0,99.0,1.24,106.0,0.0,0.0,0.0,0.0,0,49.0,38.0,12.0,70.0,28.0,1.0,3,0.6
UFC 122: Marquardt vs Okami,Duane Ludwig vs. Nick Osipczak,Nick Osipczak,2.0,60.0,1.6,84.0,2.0,1.33,0.0,0.0,0,30.0,9.0,21.0,46.0,6.0,8.0,0,0.6666666666666666
UFC 122: Marquardt vs Okami,Kris McCray vs. Carlos Eduardo Rocha,Carlos Eduardo Rocha,0.0,2.0,0.5,3.0,0.0,0.0,1.0,1.0,0,1.0,0.0,1.0,2.0,0.0,0.0,0,0.6923076923076923
UFC 122: Marquardt vs Okami,Kris McCray vs. Carlos Eduardo Rocha,Kris McCray,0.0,3.0,0.37,14.0,2.0,1.0,0.0,0.0,0,1.0,2.0,0.0,1.0,0.0,2.0,1,0.6153846153846154
UFC 122: Marquardt vs Okami,Krzysztof Soszynski vs. Goran Reljic,Goran Reljic,0.0,23.0,0.9099999999999999,74.0,2.0,1.0,0.0,0.0,0,14.0,7.0,2.0,23.0,0.0,0.0,0,0.6521739130434783
UFC 122: Marquardt vs Okami,Krzysztof Soszynski vs. Goran Reljic,Krzysztof Soszynski,0.0,57.0,1.5,107.0,0.0,0.0,3.0,0.0,0,35.0,6.0,16.0,34.0,9.0,14.0,3,0.6842105263157895
UFC 122: Marquardt vs Okami,Kyle Noke vs. Rob Kimmons,Kyle Noke,0.0,25.0,1.33,43.0,3.0,1.6600000000000001,2.0,0.0,0,14.0,7.0,4.0,2.0,4.0,19.0,2,0.6875
UFC 122: Marquardt vs Okami,Kyle Noke vs. Rob Kimmons,Rob Kimmons,0.0,16.0,1.05,35.0,0.0,0.0,0.0,1.0,0,13.0,3.0,0.0,9.0,4.0,3.0,0,0.7352941176470589
UFC 122: Marquardt vs Okami,Nate Marquardt vs. Yushin Okami,Nate Marquardt,0.0,21.0,0.94,27.0,3.0,1.6600000000000001,2.0,0.0,0,12.0,5.0,4.0,16.0,5.0,0.0,0,0.6481481481481481
UFC 122: Marquardt vs Okami,Nate Marquardt vs. Yushin Okami,Yushin Okami,0.0,25.0,1.18,40.0,1.0,0.25,0.0,0.0,0,23.0,2.0,0.0,22.0,2.0,1.0,3,0.7391304347826086
UFC 122: Marquardt vs Okami,Pascal Krauss vs. Mark Scanlon,Mark Scanlon,0.0,33.0,1.12,62.0,3.0,1.5,2.0,1.0,0,28.0,2.0,3.0,26.0,3.0,4.0,0,0.8181818181818182
UFC 122: Marquardt vs Okami,Pascal Krauss vs. Mark Scanlon,Pascal Krauss,0.0,50.0,1.54,230.0,3.0,2.0,2.0,0.0,0,24.0,21.0,5.0,11.0,14.0,25.0,3,0.8461538461538461
UFC 122: Marquardt vs Okami,Seth Petruzelli vs. Karlos Vemola,Karlos Vemola,0.0,18.0,0.42,43.0,2.0,1.0,0.0,0.0,0,17.0,1.0,0.0,4.0,0.0,14.0,1,0.7727272727272727
UFC 122: Marquardt vs Okami,Seth Petruzelli vs. Karlos Vemola,Seth Petruzelli,0.0,3.0,0.3,12.0,0.0,0.0,2.0,0.0,0,2.0,1.0,0.0,2.0,1.0,0.0,0,0.6363636363636364
UFC 122: Marquardt vs Okami,Vladimir Matyushenko vs. Alexandre Ferreira,Alexandre Ferreira,0.0,6.0,0.6,9.0,0.0,0.0,0.0,0.0,0,1.0,3.0,2.0,3.0,3.0,0.0,0,0.75
UFC 122: Marquardt vs Okami,Vladimir Matyushenko vs. Alexandre Ferreira,Vladimir Matyushenko,0.0,19.0,0.57,33.0,2.0,1.0,0.0,0.0,0,19.0,0.0,0.0,3.0,0.0,16.0,1,0.7714285714285715
UFC 123: Rampage vs Machida,Aaron Simpson vs. Mark Munoz,Aaron Simpson,0.0,43.0,1.08,70.0,5.0,1.33,0.0,0.0,0,21.0,18.0,4.0,27.0,14.0,2.0,0,0.7058823529411765
UFC 123: Rampage vs Machida,Aaron Simpson vs. Mark Munoz,Mark Munoz,0.0,76.0,1.48,92.0,1.0,0.5,0.0,1.0,0,35.0,19.0,22.0,29.0,43.0,4.0,3,0.7
UFC 123: Rampage vs Machida,George Sotiropoulos vs. Joe Lauzon,George Sotiropoulos,0.0,19.0,0.58,24.0,3.0,0.53,2.0,0.0,0,13.0,6.0,0.0,14.0,3.0,2.0,2,0.6666666666666666
UFC 123: Rampage vs Machida,George Sotiropoulos vs. Joe Lauzon,Joe Lauzon,0.0,16.0,0.29000000000000004,24.0,0.0,0.0,0.0,1.0,0,14.0,2.0,0.0,6.0,6.0,4.0,0,0.6363636363636364
UFC 123: Rampage vs Machida,Gerald Harris vs. Maiquel Falcao,Gerald Harris,0.0,8.0,0.45999999999999996,8.0,2.0,1.2,0.0,0.0,0,5.0,3.0,0.0,6.0,2.0,0.0,0,0.8214285714285714
UFC 123: Rampage vs Machida,Gerald Harris vs. Maiquel Falcao,Maiquel Falcao,1.0,25.0,1.55,54.0,1.0,1.0,3.0,0.0,0,18.0,6.0,1.0,9.0,5.0,11.0,3,0.7872340425531915
UFC 123: Rampage vs Machida,Karo Parisyan vs. Dennis Hallman,Dennis Hallman,1.0,10.0,0.71,18.0,0.0,0.0,0.0,0.0,0,6.0,4.0,0.0,2.0,6.0,2.0,1,0.726027397260274
UFC 123: Rampage vs Machida,Karo Parisyan vs. Dennis Hallman,Karo Parisyan,0.0,2.0,0.33,5.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,2.0,0.0,0.0,0,0.6857142857142857
UFC 123: Rampage vs Machida,Matt Brown vs. Brian Foster,Brian Foster,0.0,25.0,1.13,36.0,3.0,2.0,2.0,1.0,0,15.0,8.0,2.0,11.0,2.0,12.0,2,0.7297297297297297
UFC 123: Rampage vs Machida,Matt Brown vs. Brian Foster,Matt Brown,0.0,13.0,1.19,23.0,1.0,1.0,1.0,1.0,0,4.0,3.0,6.0,8.0,1.0,4.0,0,0.5777777777777777
UFC 123: Rampage vs Machida,Matt Hughes vs. BJ Penn,BJ Penn,1.0,7.0,0.77,7.0,0.0,0.0,0.0,0.0,0,7.0,0.0,0.0,4.0,0.0,3.0,0,0.5333333333333333
UFC 123: Rampage vs Machida,Matt Hughes vs. BJ Penn,Matt Hughes,0.0,3.0,0.5,3.0,0.0,0.0,0.0,0.0,0,2.0,1.0,0.0,3.0,0.0,0.0,1,0.8333333333333334
UFC 123: Rampage vs Machida,Mike Lullo vs. Edson Barboza,Edson Barboza,2.0,43.0,2.2,44.0,2.0,1.0,0.0,0.0,0,16.0,3.0,24.0,43.0,0.0,0.0,3,0.6857142857142857
UFC 123: Rampage vs Machida,Mike Lullo vs. Edson Barboza,Mike Lullo,0.0,12.0,1.03,68.0,0.0,0.0,1.0,0.0,0,9.0,1.0,2.0,12.0,0.0,0.0,0,0.7272727272727273
UFC 123: Rampage vs Machida,Paul Kelly vs. TJ O'Brien,Paul Kelly,1.0,44.0,0.8699999999999999,106.0,1.0,1.0,0.0,1.0,0,37.0,2.0,5.0,17.0,2.0,25.0,2,0.7368421052631579
UFC 123: Rampage vs Machida,Paul Kelly vs. TJ O'Brien,TJ O'Brien,0.0,32.0,1.12,38.0,1.0,1.0,0.0,0.0,0,17.0,5.0,10.0,28.0,0.0,4.0,0,0.7142857142857143
UFC 123: Rampage vs Machida,Phil Davis vs. Tim Boetsch,Phil Davis,0.0,33.0,0.87,51.0,2.0,2.0,2.0,0.0,0,10.0,15.0,8.0,14.0,7.0,12.0,2,0.8095238095238095
UFC 123: Rampage vs Machida,Phil Davis vs. Tim Boetsch,Tim Boetsch,0.0,7.0,0.75,10.0,0.0,0.0,1.0,0.0,0,3.0,1.0,3.0,7.0,0.0,0.0,0,0.6176470588235294
UFC 123: Rampage vs Machida,Quinton Jackson vs. Lyoto Machida,Lyoto Machida,0.0,33.0,1.9300000000000002,53.0,1.0,0.5,1.0,0.0,0,13.0,6.0,14.0,26.0,6.0,1.0,3,0.75
UFC 123: Rampage vs Machida,Quinton Jackson vs. Lyoto Machida,Quinton Jackson,0.0,16.0,0.96,70.0,1.0,1.0,0.0,0.0,0,9.0,3.0,4.0,6.0,10.0,0.0,0,0.7551020408163265
UFC 123: Rampage vs Machida,Tyson Griffin vs. Nik Lentz,Nik Lentz,0.0,34.0,1.8800000000000001,75.0,4.0,1.83,3.0,0.0,0,19.0,9.0,6.0,27.0,4.0,3.0,3,0.7142857142857143
UFC 123: Rampage vs Machida,Tyson Griffin vs. Nik Lentz,Tyson Griffin,1.0,31.0,1.53,66.0,8.0,2.25,1.0,0.0,0,19.0,5.0,7.0,23.0,6.0,2.0,0,0.6666666666666666
UFC 124: St-Pierre vs Koscheck 2,Georges St-Pierre vs. Josh Koscheck,Georges St-Pierre,0.0,110.0,2.1,136.0,4.0,1.9900000000000002,0.0,0.0,0,65.0,5.0,40.0,102.0,8.0,0.0,5,0.9285714285714286
UFC 124: St-Pierre vs Koscheck 2,Georges St-Pierre vs. Josh Koscheck,Josh Koscheck,0.0,16.0,0.52,30.0,1.0,0.33,0.0,0.0,0,12.0,4.0,0.0,10.0,5.0,1.0,0,0.6071428571428571
UFC 124: St-Pierre vs Koscheck 2,Jesse Bongfeldt vs. Rafael Natal,Jesse Bongfeldt,0.0,53.0,1.67,71.0,2.0,1.5,0.0,2.0,0,38.0,8.0,7.0,13.0,6.0,34.0,3,0.7619047619047619
UFC 124: St-Pierre vs Koscheck 2,Jesse Bongfeldt vs. Rafael Natal,Rafael Natal,0.0,13.0,1.71,45.0,5.0,1.5,0.0,0.0,0,10.0,1.0,2.0,2.0,6.0,5.0,0,0.7
UFC 124: St-Pierre vs Koscheck 2,Jim Miller vs. Charles Oliveira,Charles Oliveira,0.0,5.0,0.62,8.0,0.0,0.0,0.0,0.0,0,2.0,2.0,1.0,3.0,0.0,2.0,1,0.7906976744186046
UFC 124: St-Pierre vs Koscheck 2,Jim Miller vs. Charles Oliveira,Jim Miller,0.0,1.0,0.16,6.0,1.0,1.0,2.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.6792452830188679
UFC 124: St-Pierre vs Koscheck 2,Joe Doerksen vs. Dan Miller,Dan Miller,0.0,18.0,1.04,121.0,5.0,3.0,1.0,0.0,0,17.0,1.0,0.0,2.0,0.0,16.0,3,0.6363636363636364
UFC 124: St-Pierre vs Koscheck 2,Joe Doerksen vs. Dan Miller,Joe Doerksen,0.0,12.0,1.3399999999999999,135.0,0.0,0.0,2.0,1.0,0,9.0,2.0,1.0,7.0,0.0,5.0,0,0.7611940298507462
UFC 124: St-Pierre vs Koscheck 2,Joe Stevenson vs. Mac Danzig,Joe Stevenson,0.0,6.0,0.31,6.0,0.0,0.0,0.0,0.0,0,4.0,1.0,1.0,6.0,0.0,0.0,0,0.673469387755102
UFC 124: St-Pierre vs Koscheck 2,Joe Stevenson vs. Mac Danzig,Mac Danzig,1.0,9.0,0.39,9.0,0.0,0.0,0.0,0.0,0,7.0,0.0,2.0,8.0,0.0,1.0,1,0.6363636363636364
UFC 124: St-Pierre vs Koscheck 2,Mark Bocek vs. Dustin Hazelett,Dustin Hazelett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.631578947368421
UFC 124: St-Pierre vs Koscheck 2,Mark Bocek vs. Dustin Hazelett,Mark Bocek,0.0,9.0,0.5,24.0,1.0,1.0,1.0,0.0,0,7.0,2.0,0.0,0.0,0.0,9.0,1,0.7058823529411765
UFC 124: St-Pierre vs Koscheck 2,Matthew Riddle vs. Sean Pierson,Matthew Riddle,0.0,35.0,0.38,41.0,0.0,0.0,1.0,0.0,0,31.0,1.0,3.0,31.0,1.0,3.0,0,0.7272727272727273
UFC 124: St-Pierre vs Koscheck 2,Matthew Riddle vs. Sean Pierson,Sean Pierson,1.0,112.0,1.3399999999999999,148.0,1.0,1.0,1.0,0.0,0,86.0,15.0,11.0,86.0,15.0,11.0,3,0.7
UFC 124: St-Pierre vs Koscheck 2,Pat Audinwood vs. John Makdessi,John Makdessi,1.0,74.0,1.73,77.0,0.0,0.0,0.0,0.0,0,42.0,9.0,23.0,71.0,2.0,1.0,3,0.6666666666666666
UFC 124: St-Pierre vs Koscheck 2,Pat Audinwood vs. John Makdessi,Pat Audinwood,0.0,19.0,0.35,19.0,1.0,1.0,0.0,0.0,0,9.0,8.0,2.0,19.0,0.0,0.0,0,0.8461538461538461
UFC 124: St-Pierre vs Koscheck 2,Stefan Struve vs. Sean McCorkle,Sean McCorkle,0.0,4.0,0.44,8.0,1.0,1.0,2.0,0.0,0,4.0,0.0,0.0,0.0,0.0,4.0,0,0.7083333333333334
UFC 124: St-Pierre vs Koscheck 2,Stefan Struve vs. Sean McCorkle,Stefan Struve,0.0,11.0,0.57,18.0,0.0,0.0,0.0,1.0,0,11.0,0.0,0.0,1.0,0.0,10.0,1,0.717391304347826
UFC 124: St-Pierre vs Koscheck 2,TJ Grant vs. Ricardo Almeida,Ricardo Almeida,0.0,48.0,1.55,93.0,6.0,2.3200000000000003,0.0,0.0,0,41.0,5.0,2.0,8.0,1.0,39.0,3,0.7222222222222222
UFC 124: St-Pierre vs Koscheck 2,TJ Grant vs. Ricardo Almeida,TJ Grant,0.0,6.0,0.89,20.0,0.0,0.0,0.0,1.0,0,2.0,1.0,3.0,3.0,1.0,2.0,0,0.8076923076923077
UFC 124: St-Pierre vs Koscheck 2,Thiago Alves vs. John Howard,John Howard,0.0,37.0,0.9199999999999999,54.0,0.0,0.0,0.0,0.0,0,15.0,6.0,16.0,30.0,7.0,0.0,0,0.6486486486486487
UFC 124: St-Pierre vs Koscheck 2,Thiago Alves vs. John Howard,Thiago Alves,1.0,73.0,1.15,105.0,2.0,2.0,0.0,0.0,0,36.0,5.0,32.0,66.0,4.0,3.0,3,0.6052631578947368
