EVENT,BOUT,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND,Win,win_loss_ratio
UFC 63: Hughes vs Penn,Rashad Evans vs. Jason Lambert,Rashad Evans,0.0,25.0,1.13,42.0,8.0,2.0,0.0,0.0,0,18.0,7.0,0.0,0.0,5.0,20.0,2,0.7037037037037037
UFC 63: Hughes vs Penn,Roger Huerta vs. Jason Dent,Jason Dent,0.0,38.0,1.38,85.0,0.0,0.0,3.0,1.0,0,27.0,7.0,4.0,27.0,7.0,4.0,0,0.6285714285714286
UFC 63: Hughes vs Penn,Roger Huerta vs. Jason Dent,Roger Huerta,0.0,71.0,1.21,122.0,6.0,2.0,0.0,1.0,0,56.0,13.0,2.0,27.0,9.0,35.0,3,0.71875
UFC 63: Hughes vs Penn,Tyson Griffin vs. David Lee,David Lee,0.0,1.0,0.5,2.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.5454545454545454
UFC 63: Hughes vs Penn,Tyson Griffin vs. David Lee,Tyson Griffin,0.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.6666666666666666
UFC 64: Unstoppable,Anderson Silva vs. Rich Franklin,Anderson Silva,1.0,31.0,0.86,31.0,0.0,0.0,0.0,0.0,0,5.0,23.0,3.0,5.0,26.0,0.0,1,0.7555555555555555
UFC 64: Unstoppable,Anderson Silva vs. Rich Franklin,Rich Franklin,0.0,10.0,0.43,13.0,0.0,0.0,0.0,0.0,0,4.0,1.0,5.0,8.0,2.0,0.0,0,0.8055555555555556
UFC 64: Unstoppable,Carmelo Marrero vs. Cheick Kongo,Carmelo Marrero,0.0,16.0,0.8500000000000001,70.0,6.0,2.15,0.0,0.0,0,6.0,10.0,0.0,0.0,0.0,16.0,0,0.7272727272727273
UFC 64: Unstoppable,Carmelo Marrero vs. Cheick Kongo,Cheick Kongo,0.0,18.0,1.27,70.0,0.0,0.0,2.0,0.0,0,4.0,4.0,10.0,13.0,5.0,0.0,3,0.7297297297297297
UFC 64: Unstoppable,Clay Guida vs. Justin James,Clay Guida,0.0,26.0,1.01,93.0,2.0,1.33,2.0,0.0,0,23.0,2.0,1.0,2.0,1.0,23.0,2,0.6440677966101694
UFC 64: Unstoppable,Clay Guida vs. Justin James,Justin James,0.0,13.0,0.8300000000000001,28.0,0.0,0.0,1.0,0.0,0,8.0,5.0,0.0,3.0,8.0,2.0,0,0.65
UFC 64: Unstoppable,Jon Fitch vs. Kuniyoshi Hironaka,Jon Fitch,0.0,44.0,1.68,184.0,5.0,2.5,0.0,0.0,0,36.0,4.0,4.0,15.0,1.0,28.0,3,0.8108108108108109
UFC 64: Unstoppable,Jon Fitch vs. Kuniyoshi Hironaka,Kuniyoshi Hironaka,0.0,4.0,0.75,17.0,0.0,0.0,2.0,0.0,0,2.0,2.0,0.0,3.0,1.0,0.0,0,0.71875
UFC 64: Unstoppable,Kurt Pellegrino vs. Junior Assuncao,Junior Assuncao,0.0,1.0,0.16,3.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.7272727272727273
UFC 64: Unstoppable,Kurt Pellegrino vs. Junior Assuncao,Kurt Pellegrino,0.0,5.0,0.55,30.0,1.0,1.0,1.0,0.0,0,5.0,0.0,0.0,0.0,0.0,5.0,1,0.6956521739130435
UFC 64: Unstoppable,Sean Sherk vs. Kenny Florian,Kenny Florian,0.0,23.0,2.88,90.0,0.0,0.0,4.0,1.0,0,12.0,10.0,1.0,12.0,0.0,11.0,0,0.7
UFC 64: Unstoppable,Sean Sherk vs. Kenny Florian,Sean Sherk,0.0,60.0,2.86,161.0,8.0,3.55,1.0,0.0,0,55.0,1.0,4.0,8.0,3.0,49.0,5,0.9
UFC 64: Unstoppable,Spencer Fisher vs. Dan Lauzon,Dan Lauzon,0.0,8.0,0.32,13.0,2.0,0.4,0.0,0.0,0,7.0,0.0,1.0,0.0,1.0,7.0,0,0.7391304347826086
UFC 64: Unstoppable,Spencer Fisher vs. Dan Lauzon,Spencer Fisher,1.0,13.0,0.76,28.0,0.0,0.0,0.0,0.0,0,12.0,1.0,0.0,3.0,7.0,3.0,1,0.7272727272727273
UFC 64: Unstoppable,Yushin Okami vs. Kalib Starnes,Kalib Starnes,0.0,19.0,1.52,27.0,0.0,0.0,1.0,0.0,0,4.0,1.0,14.0,8.0,11.0,0.0,0,0.6071428571428571
UFC 64: Unstoppable,Yushin Okami vs. Kalib Starnes,Yushin Okami,0.0,39.0,1.6099999999999999,53.0,3.0,2.5,1.0,0.0,0,30.0,7.0,2.0,17.0,9.0,13.0,3,0.7391304347826086
UFC 65: Bad Intentions,Antoni Hardonk vs. Sherman Pendergarst,Antoni Hardonk,1.0,10.0,0.83,15.0,0.0,0.0,0.0,0.0,0,5.0,2.0,3.0,7.0,3.0,0.0,1,0.5714285714285714
UFC 65: Bad Intentions,Antoni Hardonk vs. Sherman Pendergarst,Sherman Pendergarst,0.0,4.0,0.36,14.0,1.0,1.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,4.0,0,0.3793103448275862
UFC 65: Bad Intentions,Brandon Vera vs. Frank Mir,Brandon Vera,0.0,15.0,0.71,17.0,0.0,0.0,0.0,0.0,0,13.0,1.0,1.0,5.0,2.0,8.0,1,0.6818181818181818
UFC 65: Bad Intentions,Brandon Vera vs. Frank Mir,Frank Mir,0.0,2.0,0.28,2.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,2.0,0.0,0.0,0,0.6206896551724138
UFC 65: Bad Intentions,Drew McFedries vs. Alessio Sakara,Alessio Sakara,0.0,32.0,0.55,33.0,0.0,0.0,0.0,0.0,0,28.0,4.0,0.0,15.0,17.0,0.0,1,0.6333333333333333
UFC 65: Bad Intentions,Drew McFedries vs. Alessio Sakara,Drew McFedries,1.0,30.0,0.52,36.0,1.0,1.0,0.0,0.0,0,21.0,7.0,2.0,13.0,5.0,12.0,0,0.631578947368421
UFC 65: Bad Intentions,Georges St-Pierre vs. Matt Hughes,Georges St-Pierre,2.0,45.0,0.99,49.0,1.0,1.0,0.0,0.0,0,32.0,3.0,10.0,33.0,4.0,8.0,2,0.9285714285714286
UFC 65: Bad Intentions,Georges St-Pierre vs. Matt Hughes,Matt Hughes,0.0,10.0,0.67,10.0,0.0,0.0,0.0,0.0,0,6.0,3.0,1.0,8.0,2.0,0.0,0,0.8333333333333334
UFC 65: Bad Intentions,Jake O'Brien vs. Josh Shockman,Jake O'Brien,0.0,13.0,0.95,106.0,10.0,2.41,0.0,0.0,0,12.0,1.0,0.0,0.0,0.0,13.0,3,0.7894736842105263
UFC 65: Bad Intentions,Jake O'Brien vs. Josh Shockman,Josh Shockman,0.0,13.0,0.99,50.0,0.0,0.0,0.0,0.0,0,1.0,2.0,10.0,13.0,0.0,0.0,0,0.6666666666666666
UFC 65: Bad Intentions,James Irvin vs. Hector Ramirez,Hector Ramirez,0.0,33.0,1.3599999999999999,66.0,3.0,0.6,1.0,0.0,0,24.0,5.0,4.0,15.0,10.0,8.0,2,0.625
UFC 65: Bad Intentions,James Irvin vs. Hector Ramirez,James Irvin,1.0,17.0,0.98,18.0,0.0,0.0,0.0,0.0,0,4.0,2.0,11.0,13.0,1.0,3.0,0,0.6296296296296297
UFC 65: Bad Intentions,Joe Stevenson vs. Dokonjonosuke Mishima,Dokonjonosuke Mishima,0.0,1.0,0.2,6.0,1.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1,0.75
UFC 65: Bad Intentions,Joe Stevenson vs. Dokonjonosuke Mishima,Joe Stevenson,0.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.673469387755102
UFC 65: Bad Intentions,Nick Diaz vs. Gleison Tibau,Gleison Tibau,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7021276595744681
UFC 65: Bad Intentions,Nick Diaz vs. Gleison Tibau,Nick Diaz,0.0,24.0,0.9299999999999999,117.0,0.0,0.0,1.0,1.0,0,24.0,0.0,0.0,1.0,0.0,23.0,2,0.7222222222222222
UFC 65: Bad Intentions,Tim Sylvia vs. Jeff Monson,Jeff Monson,0.0,12.0,0.89,50.0,1.0,1.0,2.0,1.0,0,10.0,2.0,0.0,6.0,0.0,6.0,0,0.6976744186046512
UFC 65: Bad Intentions,Tim Sylvia vs. Jeff Monson,Tim Sylvia,0.0,49.0,1.26,100.0,0.0,0.0,1.0,1.0,0,27.0,2.0,20.0,28.0,0.0,21.0,5,0.7560975609756098
UFC 66: Liddell vs Ortiz 2,Andrei Arlovski vs. Marcio Cruz,Andrei Arlovski,0.0,7.0,0.63,32.0,0.0,0.0,1.0,0.0,0,5.0,0.0,2.0,2.0,0.0,5.0,1,0.6071428571428571
UFC 66: Liddell vs Ortiz 2,Andrei Arlovski vs. Marcio Cruz,Marcio Cruz,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7272727272727273
UFC 66: Liddell vs Ortiz 2,Christian Wellisch vs. Anthony Perosh,Anthony Perosh,1.0,48.0,1.35,76.0,3.0,1.0,0.0,0.0,0,40.0,0.0,8.0,25.0,16.0,7.0,0,0.6
UFC 66: Liddell vs Ortiz 2,Christian Wellisch vs. Anthony Perosh,Christian Wellisch,1.0,61.0,0.8500000000000001,98.0,1.0,1.0,0.0,1.0,0,56.0,1.0,4.0,37.0,16.0,8.0,3,0.6153846153846154
UFC 66: Liddell vs Ortiz 2,Chuck Liddell vs. Tito Ortiz,Chuck Liddell,1.0,49.0,1.1400000000000001,51.0,0.0,0.0,0.0,0.0,0,40.0,5.0,4.0,33.0,1.0,15.0,3,0.7241379310344828
UFC 66: Liddell vs Ortiz 2,Chuck Liddell vs. Tito Ortiz,Tito Ortiz,0.0,21.0,0.8300000000000001,21.0,1.0,0.25,0.0,0.0,0,7.0,5.0,9.0,19.0,2.0,0.0,0,0.6129032258064516
UFC 66: Liddell vs Ortiz 2,Gabriel Gonzaga vs. Carmelo Marrero,Carmelo Marrero,0.0,1.0,0.5,6.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0,0.7272727272727273
UFC 66: Liddell vs Ortiz 2,Gabriel Gonzaga vs. Carmelo Marrero,Gabriel Gonzaga,0.0,4.0,0.4,23.0,1.0,1.0,3.0,0.0,0,4.0,0.0,0.0,1.0,0.0,3.0,1,0.6071428571428571
UFC 66: Liddell vs Ortiz 2,Jason MacDonald vs. Chris Leben,Chris Leben,0.0,15.0,1.0,52.0,2.0,2.0,0.0,0.0,0,13.0,2.0,0.0,3.0,10.0,2.0,2,0.6666666666666666
UFC 66: Liddell vs Ortiz 2,Jason MacDonald vs. Chris Leben,Jason MacDonald,0.0,9.0,0.6799999999999999,35.0,1.0,0.5,1.0,0.0,0,2.0,4.0,3.0,4.0,5.0,0.0,0,0.6097560975609756
UFC 66: Liddell vs Ortiz 2,Keith Jardine vs. Forrest Griffin,Forrest Griffin,0.0,17.0,0.3,17.0,0.0,0.0,0.0,0.0,0,8.0,0.0,9.0,16.0,1.0,0.0,0,0.7307692307692307
UFC 66: Liddell vs Ortiz 2,Keith Jardine vs. Forrest Griffin,Keith Jardine,0.0,36.0,0.57,36.0,0.0,0.0,0.0,0.0,0,28.0,2.0,6.0,24.0,4.0,8.0,1,0.6071428571428571
UFC 66: Liddell vs Ortiz 2,Michael Bisping vs. Eric Schafer,Eric Schafer,0.0,3.0,0.5,10.0,3.0,0.42,2.0,0.0,0,1.0,2.0,0.0,0.0,2.0,1.0,0,0.6363636363636364
UFC 66: Liddell vs Ortiz 2,Michael Bisping vs. Eric Schafer,Michael Bisping,0.0,19.0,0.57,21.0,0.0,0.0,0.0,1.0,0,15.0,3.0,1.0,7.0,2.0,10.0,1,0.7692307692307693
UFC 66: Liddell vs Ortiz 2,Thiago Alves vs. Tony DeSouza,Thiago Alves,2.0,26.0,1.17,41.0,0.0,0.0,1.0,0.0,0,26.0,0.0,0.0,3.0,0.0,23.0,2,0.6052631578947368
UFC 66: Liddell vs Ortiz 2,Thiago Alves vs. Tony DeSouza,Tony DeSouza,0.0,1.0,0.1,2.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.7333333333333333
UFC 66: Liddell vs Ortiz 2,Yushin Okami vs. Rory Singer,Rory Singer,0.0,28.0,1.0899999999999999,35.0,0.0,0.0,0.0,0.0,0,5.0,5.0,18.0,10.0,18.0,0.0,0,0.55
UFC 66: Liddell vs Ortiz 2,Yushin Okami vs. Rory Singer,Yushin Okami,0.0,35.0,1.41,74.0,3.0,1.6600000000000001,0.0,0.0,0,24.0,5.0,6.0,10.0,7.0,18.0,3,0.7391304347826086
UFC 67: All or Nothing,Anderson Silva vs. Travis Lutter,Anderson Silva,0.0,9.0,1.6,28.0,0.0,0.0,2.0,1.0,0,8.0,0.0,1.0,2.0,0.0,7.0,2,0.7555555555555555
UFC 67: All or Nothing,Anderson Silva vs. Travis Lutter,Travis Lutter,0.0,8.0,0.5,14.0,3.0,1.5,0.0,0.0,0,7.0,1.0,0.0,0.0,0.0,8.0,0,0.625
UFC 67: All or Nothing,Dustin Hazelett vs. Diego Saraiva,Diego Saraiva,0.0,14.0,1.3,59.0,4.0,1.6600000000000001,0.0,0.0,0,12.0,1.0,1.0,10.0,0.0,4.0,0,0.5238095238095238
UFC 67: All or Nothing,Dustin Hazelett vs. Diego Saraiva,Dustin Hazelett,0.0,44.0,1.25,83.0,1.0,1.0,1.0,0.0,0,39.0,2.0,3.0,18.0,5.0,21.0,3,0.631578947368421
UFC 67: All or Nothing,Frankie Edgar vs. Tyson Griffin,Frankie Edgar,0.0,55.0,1.61,92.0,8.0,1.6600000000000001,0.0,1.0,0,43.0,11.0,1.0,13.0,24.0,18.0,3,0.6764705882352942
UFC 67: All or Nothing,Frankie Edgar vs. Tyson Griffin,Tyson Griffin,0.0,38.0,0.98,42.0,3.0,0.9900000000000001,4.0,0.0,0,18.0,10.0,10.0,33.0,4.0,1.0,0,0.6666666666666666
UFC 67: All or Nothing,Lyoto Machida vs. Sam Hoger,Lyoto Machida,1.0,62.0,1.93,84.0,4.0,3.0,0.0,1.0,0,42.0,6.0,14.0,35.0,5.0,22.0,3,0.75
UFC 67: All or Nothing,Lyoto Machida vs. Sam Hoger,Sam Hoger,0.0,11.0,0.73,40.0,1.0,0.5,0.0,0.0,0,6.0,3.0,2.0,11.0,0.0,0.0,0,0.7142857142857143
UFC 67: All or Nothing,Mirko Filipovic vs. Eddie Sanchez,Eddie Sanchez,0.0,5.0,0.12,5.0,0.0,0.0,0.0,0.0,0,4.0,1.0,0.0,3.0,2.0,0.0,0,0.6521739130434783
UFC 67: All or Nothing,Mirko Filipovic vs. Eddie Sanchez,Mirko Filipovic,1.0,20.0,0.51,32.0,0.0,0.0,0.0,0.0,0,16.0,3.0,1.0,12.0,1.0,7.0,1,0.7608695652173914
UFC 67: All or Nothing,Patrick Cote vs. Scott Smith,Patrick Cote,0.0,50.0,1.81,58.0,1.0,1.0,0.0,0.0,0,24.0,10.0,16.0,28.0,19.0,3.0,3,0.6764705882352942
UFC 67: All or Nothing,Patrick Cote vs. Scott Smith,Scott Smith,0.0,34.0,1.0499999999999998,35.0,0.0,0.0,0.0,0.0,0,28.0,2.0,4.0,19.0,15.0,0.0,0,0.6206896551724138
UFC 67: All or Nothing,Quinton Jackson vs. Marvin Eastman,Marvin Eastman,0.0,15.0,0.55,25.0,0.0,0.0,0.0,0.0,0,9.0,5.0,1.0,5.0,10.0,0.0,0,0.5454545454545454
UFC 67: All or Nothing,Quinton Jackson vs. Marvin Eastman,Quinton Jackson,1.0,45.0,1.2,55.0,0.0,0.0,0.0,0.0,0,31.0,12.0,2.0,13.0,31.0,1.0,2,0.7551020408163265
UFC 67: All or Nothing,Roger Huerta vs. John Halverson,John Halverson,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.6666666666666666
UFC 67: All or Nothing,Roger Huerta vs. John Halverson,Roger Huerta,0.0,13.0,0.72,13.0,1.0,1.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0.0,13.0,1,0.71875
UFC 67: All or Nothing,Terry Martin vs. Jorge Rivera,Jorge Rivera,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0,0.6896551724137931
UFC 67: All or Nothing,Terry Martin vs. Jorge Rivera,Terry Martin,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0,4.0,0.0,0.0,1.0,0.0,3.0,1,0.6764705882352942
UFC 68: The Uprising,Gleison Tibau vs. Jason Dent,Gleison Tibau,0.0,36.0,1.24,112.0,5.0,2.66,1.0,0.0,0,33.0,1.0,2.0,6.0,0.0,30.0,3,0.7021276595744681
UFC 68: The Uprising,Gleison Tibau vs. Jason Dent,Jason Dent,0.0,12.0,0.8600000000000001,116.0,0.0,0.0,0.0,0.0,0,4.0,4.0,4.0,10.0,1.0,1.0,0,0.6285714285714286
UFC 68: The Uprising,Jamie Varner vs. Jason Gilliam,Jamie Varner,0.0,7.0,0.53,10.0,1.0,1.0,2.0,0.0,0,6.0,0.0,1.0,1.0,0.0,6.0,1,0.65625
UFC 68: The Uprising,Jamie Varner vs. Jason Gilliam,Jason Gilliam,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.6086956521739131
UFC 68: The Uprising,Jason Lambert vs. Renato Sobral,Jason Lambert,2.0,19.0,1.33,64.0,2.0,1.0,0.0,0.0,0,15.0,3.0,1.0,3.0,8.0,8.0,2,0.6666666666666666
UFC 68: The Uprising,Jason Lambert vs. Renato Sobral,Renato Sobral,0.0,5.0,0.48000000000000004,23.0,1.0,1.0,1.0,0.0,0,4.0,1.0,0.0,2.0,2.0,1.0,0,0.7708333333333334
UFC 68: The Uprising,Jon Fitch vs. Luigi Fioravanti,Jon Fitch,0.0,19.0,0.89,69.0,2.0,0.5800000000000001,2.0,0.0,0,7.0,7.0,5.0,6.0,6.0,7.0,2,0.8108108108108109
UFC 68: The Uprising,Jon Fitch vs. Luigi Fioravanti,Luigi Fioravanti,0.0,14.0,1.08,21.0,0.0,0.0,0.0,0.0,0,3.0,3.0,8.0,4.0,10.0,0.0,0,0.6341463414634146
UFC 68: The Uprising,Martin Kampmann vs. Drew McFedries,Drew McFedries,1.0,16.0,0.48,17.0,0.0,0.0,0.0,0.0,0,16.0,0.0,0.0,11.0,1.0,4.0,0,0.631578947368421
UFC 68: The Uprising,Martin Kampmann vs. Drew McFedries,Martin Kampmann,0.0,15.0,0.46,30.0,1.0,1.0,1.0,0.0,0,9.0,6.0,0.0,9.0,2.0,4.0,1,0.7407407407407407
UFC 68: The Uprising,Matt Hamill vs. Rex Holman,Matt Hamill,0.0,29.0,0.59,45.0,0.0,0.0,0.0,0.0,0,28.0,1.0,0.0,10.0,4.0,15.0,1,0.6
UFC 68: The Uprising,Matt Hamill vs. Rex Holman,Rex Holman,0.0,11.0,0.34,15.0,0.0,0.0,0.0,0.0,0,3.0,1.0,7.0,10.0,1.0,0.0,0,0.6666666666666666
UFC 68: The Uprising,Matt Hughes vs. Chris Lytle,Chris Lytle,0.0,5.0,0.5,44.0,0.0,0.0,3.0,1.0,0,1.0,4.0,0.0,1.0,0.0,4.0,0,0.6326530612244898
UFC 68: The Uprising,Matt Hughes vs. Chris Lytle,Matt Hughes,0.0,13.0,1.9500000000000002,60.0,2.0,2.0,3.0,1.0,0,11.0,2.0,0.0,0.0,0.0,13.0,3,0.8333333333333334
UFC 68: The Uprising,Randy Couture vs. Tim Sylvia,Randy Couture,1.0,73.0,3.05,138.0,7.0,3.16,0.0,0.0,0,57.0,13.0,3.0,40.0,2.0,31.0,5,0.6333333333333333
UFC 68: The Uprising,Randy Couture vs. Tim Sylvia,Tim Sylvia,0.0,25.0,1.1099999999999999,39.0,0.0,0.0,0.0,0.0,0,22.0,3.0,0.0,15.0,5.0,5.0,0,0.7560975609756098
UFC 68: The Uprising,Rich Franklin vs. Jason MacDonald,Jason MacDonald,0.0,16.0,0.99,27.0,1.0,0.16,0.0,0.0,0,0.0,3.0,13.0,4.0,11.0,1.0,0,0.6097560975609756
UFC 68: The Uprising,Rich Franklin vs. Jason MacDonald,Rich Franklin,0.0,49.0,1.09,63.0,1.0,1.0,0.0,1.0,0,44.0,3.0,2.0,10.0,9.0,30.0,2,0.8055555555555556
UFC 69: Shootout,Heath Herring vs. Brad Imes,Brad Imes,0.0,19.0,0.76,35.0,1.0,1.0,2.0,0.0,0,15.0,3.0,1.0,10.0,5.0,4.0,0,0.65
UFC 69: Shootout,Heath Herring vs. Brad Imes,Heath Herring,2.0,64.0,1.57,163.0,1.0,1.0,0.0,2.0,0,53.0,7.0,4.0,26.0,5.0,33.0,3,0.6363636363636364
UFC 69: Shootout,Josh Koscheck vs. Diego Sanchez,Diego Sanchez,0.0,12.0,0.28,12.0,0.0,0.0,0.0,1.0,0,6.0,0.0,6.0,12.0,0.0,0.0,0,0.7045454545454546
UFC 69: Shootout,Josh Koscheck vs. Diego Sanchez,Josh Koscheck,0.0,30.0,0.75,33.0,1.0,1.0,0.0,0.0,0,23.0,3.0,4.0,30.0,0.0,0.0,3,0.6071428571428571
UFC 69: Shootout,Kendall Grove vs. Alan Belcher,Alan Belcher,0.0,8.0,1.25,10.0,1.0,0.2,0.0,0.0,0,0.0,5.0,3.0,7.0,0.0,1.0,0,0.6923076923076923
UFC 69: Shootout,Kendall Grove vs. Alan Belcher,Kendall Grove,0.0,41.0,1.09,95.0,1.0,1.0,2.0,0.0,0,25.0,10.0,6.0,13.0,20.0,8.0,2,0.575
UFC 69: Shootout,Luke Cummo vs. Josh Haynes,Josh Haynes,0.0,9.0,0.32,15.0,1.0,0.33,0.0,0.0,0,4.0,3.0,2.0,7.0,2.0,0.0,0,0.56
UFC 69: Shootout,Luke Cummo vs. Josh Haynes,Luke Cummo,1.0,38.0,0.8800000000000001,43.0,0.0,0.0,0.0,0.0,0,19.0,16.0,3.0,31.0,7.0,0.0,2,0.5
UFC 69: Shootout,Marcus Davis vs. Pete Spratt,Marcus Davis,0.0,6.0,0.66,18.0,3.0,2.0,1.0,0.0,0,6.0,0.0,0.0,5.0,0.0,1.0,2,0.6666666666666666
UFC 69: Shootout,Marcus Davis vs. Pete Spratt,Pete Spratt,0.0,7.0,0.36,15.0,0.0,0.0,0.0,1.0,0,3.0,1.0,3.0,5.0,2.0,0.0,0,0.5208333333333334
UFC 69: Shootout,Matt Serra vs. Georges St-Pierre,Georges St-Pierre,0.0,6.0,0.26,6.0,0.0,0.0,0.0,0.0,0,4.0,0.0,2.0,6.0,0.0,0.0,0,0.9285714285714286
UFC 69: Shootout,Matt Serra vs. Georges St-Pierre,Matt Serra,2.0,20.0,0.5,20.0,0.0,0.0,0.0,0.0,0,13.0,3.0,4.0,13.0,0.0,7.0,1,0.6111111111111112
UFC 69: Shootout,Roger Huerta vs. Leonard Garcia,Leonard Garcia,0.0,29.0,0.9099999999999999,58.0,0.0,0.0,2.0,2.0,0,23.0,3.0,3.0,17.0,9.0,3.0,0,0.5806451612903226
UFC 69: Shootout,Roger Huerta vs. Leonard Garcia,Roger Huerta,0.0,85.0,1.28,152.0,6.0,2.66,0.0,1.0,0,79.0,6.0,0.0,19.0,17.0,49.0,3,0.71875
UFC 69: Shootout,Thales Leites vs. Pete Sell,Pete Sell,0.0,3.0,0.47000000000000003,14.0,0.0,0.0,2.0,0.0,0,1.0,2.0,0.0,2.0,0.0,1.0,0,0.5882352941176471
UFC 69: Shootout,Thales Leites vs. Pete Sell,Thales Leites,0.0,56.0,1.8399999999999999,125.0,3.0,1.1600000000000001,4.0,0.0,0,48.0,3.0,5.0,12.0,3.0,41.0,3,0.7567567567567568
UFC 69: Shootout,Yushin Okami vs. Mike Swick,Mike Swick,0.0,28.0,0.78,48.0,0.0,0.0,0.0,1.0,0,14.0,3.0,11.0,16.0,11.0,1.0,0,0.7142857142857143
UFC 69: Shootout,Yushin Okami vs. Mike Swick,Yushin Okami,0.0,28.0,1.47,129.0,4.0,1.4,2.0,0.0,0,24.0,2.0,2.0,12.0,4.0,12.0,3,0.7391304347826086
UFC 6: Clash of the Titans,David Abbott vs. John Matua,David Abbott,2.0,7.0,0.58,7.0,0.0,0.0,0.0,0.0,0,7.0,0.0,0.0,0.0,6.0,1.0,1,0.4
UFC 6: Clash of the Titans,David Abbott vs. John Matua,John Matua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2
UFC 6: Clash of the Titans,David Abbott vs. Paul Varelans,David Abbott,0.0,14.0,0.66,18.0,1.0,1.0,0.0,0.0,0,13.0,1.0,0.0,1.0,0.0,13.0,1,0.4
UFC 6: Clash of the Titans,David Abbott vs. Paul Varelans,Paul Varelans,0.0,1.0,0.5,12.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.5
UFC 6: Clash of the Titans,Ken Shamrock vs. Dan Severn,Dan Severn,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.8416666666666667
UFC 6: Clash of the Titans,Ken Shamrock vs. Dan Severn,Ken Shamrock,0.0,2.0,0.4,2.0,0.0,0.0,2.0,0.0,0,1.0,1.0,0.0,1.0,1.0,0.0,1,0.6222222222222222
UFC 6: Clash of the Titans,Oleg Taktarov vs. Anthony Macias,Anthony Macias,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5909090909090909
UFC 6: Clash of the Titans,Oleg Taktarov vs. Anthony Macias,Oleg Taktarov,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.7727272727272727
UFC 6: Clash of the Titans,Oleg Taktarov vs. Dave Beneteau,Dave Beneteau,0.0,5.0,0.35,5.0,1.0,1.0,0.0,0.0,0,5.0,0.0,0.0,0.0,4.0,1.0,1,0.5454545454545454
UFC 6: Clash of the Titans,Oleg Taktarov vs. Dave Beneteau,Oleg Taktarov,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.7727272727272727
UFC 6: Clash of the Titans,Oleg Taktarov vs. David Abbott,David Abbott,0.0,17.0,0.37,39.0,2.0,0.66,1.0,0.0,0,16.0,1.0,0.0,8.0,3.0,6.0,1,0.4
UFC 6: Clash of the Titans,Oleg Taktarov vs. David Abbott,Oleg Taktarov,0.0,4.0,0.4,48.0,0.0,0.0,4.0,0.0,0,4.0,0.0,0.0,3.0,1.0,0.0,0,0.7727272727272727
UFC 6: Clash of the Titans,Patrick Smith vs. Rudyard Moncayo,Patrick Smith,1.0,6.0,0.75,10.0,2.0,1.0,1.0,0.0,0,2.0,4.0,0.0,1.0,3.0,2.0,1,0.5405405405405406
UFC 6: Clash of the Titans,Patrick Smith vs. Rudyard Moncayo,Rudyard Moncayo,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
